,title,area,numberOfRooms,price,town,district
15034,LÜKS 2+1 DAİRE MERKEZİ KONUMDA OLUP MANZARALIDIR GÜRPINAR CADDE,85,2+1,1.200.000,Aydınlı,Aydınlı Mh.
15035,'Concept Gayrimenkul' -KOMİSYONSUZ-Tuzla İstasyon Mahallesi 2+1,85,2+1,2.250.000,İstasyon,İstasyon Mh.
15036,'Concept Gayrimenkul' -KOMİSYONSUZ-Tuzla İstasyon Mahallesi 3+1,120,3+1,2.650.000,İstasyon,İstasyon Mh.
15037,"TUZLA PARK EVLERİ!! 0 FAİZ 60 AY VADE,BANKA KEFİL YOK.SÜPER LÜKS",109,3+1,1.600.000,İstasyon,İstasyon Mh.
15038,HAPPY LİFE HOMES; Hayalinize İndirimli Fiyat Avantajıyla Ulaşın,110,2+1,1.430.000,Tersaneler,Evliya Çelebi Mh.
15039,'Concept Gayrimenkul' -KOMİSYONSUZ- Satış Ofisinden Satılık 4+1,148,4+1,3.885.000,İstasyon,İstasyon Mh.
15040,YAPISAN VADİ DE İSKANLI 2+1 15 M2 TERASLI DAİRE,115,2+1,1.447.000,Aydınlı,Aydınlı Mh.
15041,REOFFICE 'DEN TUZLA MARİNA YA YAKIN 217 m² HARİKULADE 5+2 DUBLEX,259,5+2,3.675.000,İstasyon,İstasyon Mh.
15042,TUZLA TWİN PARK SİTESİNDE MUHTEŞEM 3+1 SATILIK DAİRE,137,3+1,3.250.000,İstasyon,İstasyon Mh.
15043,Tuzla Yayla Mahallesinde 2+1 Yatırımlık Mahmut Demir den,90,2+1,1.100.000,Tersaneler,Yayla Mah.
15044,NETWORK ENVER DE EVORA A/PARSELDE BÜYÜK TİP BALKONLU 3+1 FIRSATI,150,3.5+1,2.750.000,İçmeler,Aydıntepe Mh.
15045,FIRSAT DUBLEX! MUHTEŞEM DENİZ MANZARALI 4+1 SIFIR!!,200,4+1,5.600.000,Postane,
15046,ERT'den SATILIK 3+1 DAİRELER ( 2023 Şubat Teslim ),130,3+1,2.600.000,İstasyon,İstasyon Mh.
15047,TUZLA AYDINTEPE MAH SIFIR 2+1DAİRE CADDE ÜZERİNDE MERKEZDE,100,2+1,1.275.000,İçmeler,Aydıntepe Mh.
15048,MİRA PARK SİTESİNDE,60,1+1,1.530.000,İstasyon,İstasyon Mh.
15049,60 AY 0 FAİZ; SATILIK 2+1 & 3+1 DAİRELER ...,115,3+1,1.790.000,Aydınlı,Aydınlı Mh.
15050,EMLAKNET ALİ BULUT İSTASYON MAH. KREDİYE UYGUN 2+1/80m2 FIRSAT!!,90,2+1,1.700.000,İstasyon,İstasyon Mh.
15051,TUZLA TOKİ 3. ETAP 3+1 KREDİYE UYGUN 118 m2,118,3+1,1.300.000,Aydınlı,Aydınlı Mh.
15052,SAHİBİNDEN EVORA D PARSEL YÜKSEK ARA KAT 1+1,57,1+1,1.325.000,İçmeler,Aydıntepe Mh.
15053,60 AY 0 FAİZ; SATILIK 2+1 DAİRELER,95,2+1,1.390.000,Aydınlı,Aydınlı Mh.
15054,BAŞLADI..! EBEVEYNLİ 3+1 DAİRELER,115,3+1,1.425.000,İçmeler,Aydıntepe Mh.
15055,TUZLA YAYLA MAH MERKEZİ KONUMDA SATILIK DUBLEX DAİRE 3+1 (115m2),115,3+1,1.500.000,Tersaneler,Yayla Mah.
15056,TUZLA SAHİL LEVENT SİTESİ 90+160m2 BAHÇELİ MASRAFSIZ SATILIK 2+1,90,2+1,2.000.000,Postane,
15057,TUZLA YAYLA MAH MERKEZDE SATILIK 4+1 NET:130 m TERS DUPLEKS,150,4+1,1.300.000,Tersaneler,Yayla Mah.
15058,istasyonda 3+1 SATILIK daire,120,3+1,1.525.000,İstasyon,İstasyon Mh.
15059,Tuzla Orhanlı Konutları Full Eşyalı Satılık Studyo,50,Stüdyo,(1+0),Orhanlı,Fatih Mah.
15060,Yayla Mahallesinin En Gözde Sitesinde Harika 2+1 Daire,105,2+1,1.900.000,Tersaneler,Yayla Mah.
15061,TUZLA AYDINLI TOKİ 3. ETAP 3+1 SATILIK DAİRE,112,3+1,1.150.000,Aydınlı,Aydınlı Mh.
15062,Dumankaya Gizli Bahçe Konakları Satılık 4+2 Dublex,250,4+2,4.750.000,Aydınlı,Aydınlı Mh.
15063,YATIRIM FIRSAT DEPREM SONRASI 12YAŞ KAT İRTİFK TAPULU İMARLI 2+1,95,2+1,649.000,Mimarsinan,Mimar Sinan Mah.
15064,TUZLA ORHANLI SATILIK 2+1 LÜKS DAİRELER,95,2+1,850.000,Orhanlı,Mescit Mah.
15065,BOSS CITY'DEN SATILIK NET:75 M2 2+1 İSKANLI DAİRE...,95,2+1,1.495.000,Aydınlı,Aydınlı Mh.
15066,"AKÇADAĞ GAYRİMENKUL'DEN KEYİFLİ, LÜKS BAHÇE KATI!",145,4+1,3.350.000,Postane,
15067,"ÇINAR""DAN HAVUZ CEPHELİ SİTE İÇİNDE 2+1 SATILIK DAİRE İSKANLI",100,2+1,1.650.000,Aydınlı,Aydınlı Mh.
15068,MUHTEŞEM LOKASYONDA CADDE ÜSTÜ ARA KAT A PLUS 3+1 145M2 DAİRE,145,3+1,3.100.000,Tersaneler,Yayla Mah.
15069,SAHİBİNDEN SATILIK 2+1,95,2+1,930.000,Aydınlı,Aydınlı Mh.
15070,SAHİBİNDEN SATILIK 2+1,95,2+1,930.000,Aydınlı,Aydınlı Mh.
15071,Kiptaş 2. Etap 3+1 Satılık Bakımlı Daire,130,3+1,1.800.000,Mimarsinan,Mimar Sinan Mah.
15072,Tuzla Cami Mahallesi'nde Güvenlikli Sitede Satılık 2+1 Daire,105,2+1,2.475.000,Merkez,Cami Mah.
15073,BAHAR YAPI'DAN TUZLA AYDINLIDA KULLANIŞLI 2+1 SATILIK DAİRE,97,2+1,1.070.000,Aydınlı,Aydınlı Mh.
15074,SAHİBİNDEN EVORA İSTANBUL B PARSEL 3 CEPHELİ DENİZ MANZARALI 2+1,106,2+1,2.550.000,İçmeler,Aydıntepe Mh.
15075,ULTRA LÜKS TUZLA MARİNA YAKINI 4+2,270,4+2,10.000.000,Postane,
15076,EYM STAR GAYRİMENKUL'DEN KİPTAŞ 1. ETAP'TA 95 M2 SATILIK DAİRE!!,95,2+1,1.550.000,Mimarsinan,Şifa Mh.
15077,Tuzla Nergis Konutlarında Satılık 2+1 Daire,90,2+1,1.500.000,İçmeler,Aydıntepe Mh.
15078,TUZLA DA PROJEDEN LÜKS DAİRELER MAVERA İNŞAAT A.Ş. GÜVENCESİYLE,115,3+1,1.795.000,Tersaneler,Evliya Çelebi Mh.
15079,Tuzla Yayla Merkezde satılık sıfır dublex daire,200,3+1,1.950.000,Tersaneler,Yayla Mah.
15080,ELİT HOUSE'DAN AYDINLI TOKİNİN EN GÜZEL 2+1 DAİRESİ!!!,95,2+1,950.000,Aydınlı,Aydınlı Mh.
15081,KARADAĞLARDAN TUZLA FLORA SİTESİNDE 3+1 120 M2 SİTEİÇİ LÜX DAİRE,130,3+1,2.450.000,Tersaneler,Evliya Çelebi Mh.
15082,GBS'DEN AYDINLI ÇAMLIBELDE'DE İHTİYAÇTAN ACİL SATILIK 2+1 DAİRE,98,2+1,1.080.000,Aydınlı,Aydınlı Mh.
15083,TUZLA SAHİL'DE 4+1 PROJEDE KAT 3. SATILIK DAİRE,170,4+1,4.475.000,Postane,
15084,TUZLA AYDDINLI TOKI 3.ETAP.TA SATILIK FIRSAT 3+1 118M2 DAİRE,118,3+1,1.065.000,Aydınlı,Aydınlı Mh.
15085,TEK YETKİLİ Bahçe Terası 2+1 85 m2 Net Güvenlikli Site İçinde,110,2+1,2.000.000,Aydınlı,Aydınlı Mh.
15086,LOFT 1.ETAP 2+1 SİTE İÇİNDE YENİ PROJE 10.KAT KAPALI GARAJLI,95,2+1,1.130.000,Mimarsinan,Mimar Sinan Mah.
15087,KAPANMAZ MANZARA 10.KATTA AYDINLI LOKUM REZİDANS DA SATILIK 2+1,115,2+1,1.500.000,Aydınlı,Aydınlı Mh.
15088,"EVORA İSTANBUL'DA BALKON VE KAT BAHÇELİ,DENİZ MANZ. 2+1 AYARINDA",85,1+1,1.765.000,İçmeler,Aydıntepe Mh.
15089,TUZLA ORTA MAHALEDE SATILIK DUBLEKS,180,6+1,1.390.000,Orhanlı,Orta Mah.
15090,ELİTE HOUSE'DAN ÇAYIROVA YATIRIMLIK KUPON DAİRE !!,75,1+1,550.000,Postane,
15091,"Deniz manzarılı, güney cephe, site içerisinde 3+1 daire",110,3+1,2.150.000,Postane,
15092,"İSTANBUL,TUZL­A-AYDINLI'DA SAW'A 5DK,SİTE İÇERİSİNDE RECİDANCE EV",125,3+1,1.500.000,Aydınlı,Aydınlı Mh.
15093,Tuzla Yayla Mh.Satılık Her Katta Tek Daire 3+1 Ara kat Daire,120,3+1,2.450.000,Tersaneler,Yayla Mah.
15094,Tuzla Postane Mh.Satılık 3+1 Büyük Geniş Daire,150,3+1,3.050.000,Postane,
15095,ACİL SATILIK 0.88 e UYGUN AYDINLI MERKEZDE 3+1,125,3+1,1.550.000,Aydınlı,Aydınlı Mh.
15096,LOKUM EVLER REZİDANS SATILIK 2+1 117M2 SATILIK DAİRE,120,2+1,1.415.000,Aydınlı,Aydınlı Mh.
15097,AKANSU EMLAK'TAN KONASLİ MEVKİİ DUBLEKS KULLANİSLİ CİFT BALKONLU,100,2+1,950.000,Aydınlı,Aydınlı Mh.
15098,"A KALİTE, krediye uygun,ÖZEL binada Açıklama önemlidir, okuyunuz",76,2+1,1.475.000,İçmeler,Aydıntepe Mh.
15099,PANORAMA İLE AYRICALIĞI HİSSEDİN.,168,4.5+1,6.000.000,Merkez,Cami Mah.
15100,Tuzla Evora C Parsel'de 1+1 Satılık Daire,59,1+1,1.395.000,İçmeler,Aydıntepe Mh.
15101,"TUZLA BİRLİK SİTESİNDE SATILIK LÜKS DUBLEKS DAİRE ""CANAN AKSOY""",220,4+1,2.800.000,Tersaneler,Evliya Çelebi Mh.
15102,TUZLA MERKEZ de 2+1 78 m2 ARAKAT BUTİK SİTE de GÜVENLİKLİ,99,2+1,1.495.000,Tersaneler,Yayla Mah.
15103,Satılık Dsire,95,2+1,950.000,Aydınlı,Aydınlı Mh.
15104,TUZLA YAYLA MAH.LÜKS SİTE İÇİNDE SATILIK 5+1 DUBLEKS,253,5+1,4.450.000,Tersaneler,Yayla Mah.
15105,ŞİNASİ DURAL CADDESİNDE MÜSTAKİL BİNADA SATILIK 3+1 DAİRE,110,3+1,1.600.000,Tersaneler,Yayla Mah.
15106,AYDINLI KONAŞLI'DA TEMİZ KULLANIŞLI İSKANLI ARAKAT,90,2+1,1.150.000,Aydınlı,Aydınlı Mh.
15107,TUZLA`NIN EN NEZİH BÖLGESİNDE MUHTEŞEM KONUMDA,110,3+1,1.550.000,Postane,
15108,TUZLA YAYLA MAHALLESİNDE MERKEZİ KONUMDA FIRSAT DUBLEKS,170,3+2,1.800.000,Tersaneler,Yayla Mah.
15109,TUZLA ALEMARA'DA 4.000 TL KİRA GETİRİLİ 2.KAT 70m2 SATILIK 1+1,70,1+1,1.350.000,Aydınlı,Aydınlı Mh.
15110,ANA CADDE ÜZERİNDE MİNÜBÜS YOLUNDA SATILIK LÜKS DAİRE,95,2+1,1.290.000,Aydınlı,Aydınlı Mh.
15111,DUMANKAYA ADRES KAMPÜS BATI 2+1 SATILIK,100,2+1,1.300.000,Aydınlı,Aydınlı Mh.
15112,TUZLA AMBİYANS SATILIK 1+1 60 M2 EŞYALI 3E GAYRİMENKUL,60,1+1,1.625.000,Tersaneler,Yayla Mah.
15113,AYDINLI GÜNAYDIN KONAKLARI EBEVEYN BANYOLU 2+1 LÜX DAİRE,88,2+1,1.200.000,Aydınlı,Aydınlı Mh.
15114,TUZLA POSTANE MAH SATILIK GENİŞ 3+1 DAİRE,155,3+1,3.100.000,Postane,
15115,"PAMA'dan AYDINLI'da GÜZEL KONUMDA,KULLANIŞLI 2+1 FIRSAT DAİRE",98,2+1,1.080.000,Aydınlı,Aydınlı Mh.
15116,HIGH SIGN VALUE TABELA DEĞERİ YÜKSEK YAVUZHAN KONAKLARINDA,161,3+1,4.300.000,Aydınlı,Aydınlı Mh.
15117,TUZLA SAHİLE YÜRÜME MESAFESİNDE SATILIK 125 M2 3+1 DAİRE,125,3+1,1.650.000,İstasyon,İstasyon Mh.
15118,KORU EMLAK'tan:4+2=170m2 İSKANLI DUBKEX FULLLL KREDİLİ,170,4+2,1.650.000,Mimarsinan,Şifa Mh.
15119,ÇLKL REALTY GAYRİMENKUL ' DEN MARİNA KARŞISINDA SIFIR DAİRELER,198,4+1,3.490.000,İstasyon,İstasyon Mh.
15120,TUZLA POSTAHANE MAH 3+1 ARA KAT SİTE İÇERİSİNDE SATILIK LUKS,100,3+1,2.450.000,Postane,
15121,EVORA C PARSELDE HAVUZ VE PEYZAJ MANZARALI 2+1,110,2+1,2.000.000,İçmeler,Aydıntepe Mh.
15122,TUZLADA SATILIK DAİRELER,90,2+1,920.000,Mimarsinan,Mimar Sinan Mah.
15123,'Concept Gayrimenkul'-­KOMİSYONSUZ- Satış Ofisinden Satılık 3+1,125,3+1,3.080.000,Postane,
15124,MAVERA İNŞAAT A.Ş. GÜVENCESİYLE PROJEDEN LÜKS DAİRELER,115,3+1,2.450.000,Tersaneler,Evliya Çelebi Mh.
15125,ELİTE HOUSE'DAN EVORA İSTANBUL A PARSELDE 2+1 DAİRE!!!,115,2+1,2.250.000,İçmeler,Aydıntepe Mh.
15126,TUZLA CAMİ MAH.FIRSAT SATILIK DAİRE,140,3+1,2.500.000,Merkez,Cami Mah.
15127,SERİDEN KUPON DAİRE ŞOK FİYAT,160,3.5+1,920.000,Aydınlı,Aydınlı Mh.
15128,Tuzla Aydınlı mahallesinde satılık2+1,96,2+1,1.325.000,Aydınlı,Aydınlı Mh.
15129,SİMGE ÖZGÜN DEN EMLAK KONUT 124 M2 EBEVEYN BANYOLU 3+1 DAİRE,124,3+1,1.950.000,Aydınlı,Aydınlı Mh.
15130,HAPPY LİFE HOMES; HAYALİNİZE İNDİRİMLİ FİYAT AVANTAJIYLA ULAŞIN,210,4+1,2.680.000,Tersaneler,Evliya Çelebi Mh.
15131,Kiptaş Tuzla 2. Etap en güzel lokasyon,95,2+1,1.550.000,Mimarsinan,Mimar Sinan Mah.
15132,"SAHİBİNDEN 3+1 , SİTE İÇİNDE, DEPREM ETÜDLÜ, 115M2 DAİRE",115,3+1,1.725.000,Mimarsinan,Mimar Sinan Mah.
15133,Sahibinden Tuzla Yaşam Sitesinde Ferah Daire; Görülmeye Değer.,140,3+1,3.250.000,Tersaneler,Yayla Mah.
15134,ER YAPI GAYRİMENKULDEN KİPTAŞ 1. ETAPTA SATILIK 126m 3 +1 DAİRE,126,3+1,1.650.000,Mimarsinan,Şifa Mh.
15135,TUZLA AYDINLI MERKEZDE 2+1 SATILIK DAİRE,110,2+1,880.000,Aydınlı,Aydınlı Mh.
15136,ÇINARLIBAHÇE'DE SATILIK 2+1 LÜKS DAİRE,93,2+1,2.850.000,İstasyon,İstasyon Mh.
15137,AKKARDEŞLER GAYRİMENKUL DEN 2+1 E-5 VE DENİZ MANZARALI DAİRE,95,2+1,1.050.000,Mimarsinan,Şifa Mh.
15138,TUZLA'DA YAŞAM GÜZELDİ. ŞİMDİ KUSURSUZ... 3+1 148m2 4 KAT,148,3+1,2.850.000,Tersaneler,Evliya Çelebi Mh.
15139,ÇELİK YAPI İNŞAATTAN ÇELİK PLAZADA SATILIK OFİS+DAİRELER,107,2+1,1.900.000,İçmeler,İçmeler Mh.
15140,AKÇADAĞ GAYRİMENKU'DEN DKD SAHİLE YÜRÜME MESAFELİ SATILIK DAİRE,170,4+1,3.700.000,Tersaneler,Yayla Mah.
15141,Tuzla Postane mah 2+1 Sıfır Daire,90,2+1,1.300.000,Postane,
15142,TUZLA'DA NEWCASTLE SİTE SATILIK 3+1 PLUS HAVUZ MANZARALI DAİRE,170,3+1,3.150.000,Tersaneler,Yayla Mah.
15143,TUZLA YAYLA MERKEZ DE SİTE İÇERİSİNDE SATILIK DAİRE,120,3+1,2.850.000,Tersaneler,Yayla Mah.
15144,ACİLL SATILIK SIFIR ARA KAT 2+1,98,2+1,1.700.000,Postane,
15145,Tuzla İçmelerde 3+1 Satılık,120,3+1,650.000,İçmeler,İçmeler Mh.
15146,ÖNÜ KAPANMAZ MARİNAYA YÜRÜME MESAFESİNDE SATILIK 3+1,120,3+1,2.290.000,İstasyon,İstasyon Mh.
15147,Yaylada Masrafsız 2+1 Daire,85,2+1,1.090.000,Tersaneler,Yayla Mah.
15148,ETİK YAPI GAYRİMENKUL den KONAŞLI da SATILIK 2+1 LÜKS DAİRE,90,2+1,1.050.000,Aydınlı,Aydınlı Mh.
15149,"ŞENER GYD'DEN ,TUZLA SAHİLDE, HARİKA LOKASYON 2+1 DAİRE",80,2+1,985.000,Merkez,Cami Mah.
15150,AYDINTEPE DENİZ MANZARALI BALKON VE A.OTOPARK 2+1/90m2 FIRSAT!!,110,2+1,1.345.000,İçmeler,Aydıntepe Mh.
15151,"TUZLA PARK EVLERİ!! 0 FAİZ 60 AY VADE,BANKA KEFİL YOK.SÜPER LÜKS",165,3+1,2.200.000,İstasyon,İstasyon Mh.
15152,TUZLA MERCANDA HAVUZLU GÜVENLİKLİ SİTEDE SATILIK BAHÇE DUBLEKSİ,190,4+1,3.650.000,Postane,
15153,SİTE İÇİ KREDİ SIKINTISIZ İSKANLI 3+1 ARA KAT 145m2 FIRSAT DAİRE,145,3+1,1.350.000,Aydınlı,Aydınlı Mh.
15154,AKKARDEŞLER GAYRİMENKUL DEN SIFIR 1+1 DAİRE,65,1+1,550.000,Mimarsinan,Mimar Sinan Mah.
15155,TUZLA AYDINLI MAH. 4+1 SATILIK ARA KAT LÜX DAİRE,180,4+1,2.300.000,Aydınlı,Aydınlı Mh.
15156,Sahibinden,85,2+1,1.120.000,Aydınlı,Aydınlı Mh.
15157,ANA CADDE ÜZERİNDE KREDİ SIKINTISZ SATILIK İSKANLI DUBLEKS 150M2,180,3+1,1.300.000,Aydınlı,Aydınlı Mh.
15158,TUZLA TEPEÖREN MİLENYUM SATILIK 2+1 BAHÇE KATI DAİRE 317 M2 BAHÇ,90,2+1,2.400.000,Akfırat,Tepeören Mh.
15159,'Concept Gayrimenkul'-KOMİ­SYONSUZ-Projeden Satılık 2+1 Daire,110,2+1,2.300.000,İstasyon,İstasyon Mh.
15160,Yayla Merkezde****Fırsat 2+1 GEniş DAire,95,2+1,1.645.000,Tersaneler,Yayla Mah.
15161,TUZLA'DA MERKEZİ LOKASYONDA ULAŞIMA YAKIN 3+1 DAİRE! KOD 1198,140,3+1,2.920.000,Merkez,Cami Mah.
15162,DUMANKAYA BOTANİK HAVUZ CEPHE FULL EŞYALI 2+1 KİRACILI ARA KAT,100,2+1,1.500.000,Aydınlı,Aydınlı Mh.
15163,TUZLA AYDINLI DUMANKAYA ADRES BOTANİK SİTESİNDE SATILIK2+1 DAİRE,75,2+1,1.350.000,Aydınlı,Aydınlı Mh.
15164,TUZLA POSTANE MAH SATILIK 2+1 90M2 DAİRE ASANSÖRLÜ,100,2+1,1.800.000,Postane,
15165,Postane Mahallesinde lüks 2+1 daire,90,2+1,1.700.000,Postane,
15166,MSA YAPI İNŞAAT AŞ DEN 107 metrekare 2+1 DAİRE,107,2+1,1.840.000,İçmeler,İçmeler Mh.
15167,TARİO & ERCE İNŞAAT'TAN AYDINLI MERKEZDE SATILIK 90 M2 2+1 DAİRE,90,2+1,1.350.000,Aydınlı,Aydınlı Mh.
15168,TUZLA İÇMELER MH 2+1 SİTE İÇERİSİNDE KAPALI OTOPARKLI DAİRE,80,2+1,1.050.000,İçmeler,İçmeler Mh.
15169,TUZLA EVORADA 1+1 ÇEVRİLMİŞ EŞYALI DENİZ MNZ SATILIK STUDYO 1+0,48,Stüdyo,(1+0),İçmeler,Aydıntepe Mh.
15170,TUZLA EVORADA 1+1 ÇEVRİLMİŞ EŞYALI DENİZ MNZ SATILIK STUDYO 1+0,48,Stüdyo,(1+0),İçmeler,Aydıntepe Mh.
15171,ORTAKLAR GAYRİMENKUL'DEN TUZLA EVLİYAÇELEBİ MAH.LÜKS DAİRELER..,119,3+1,"2.150.000,15",Tersaneler,Evliya Çelebi Mh.
15172,2+1 Geniş Teraslı Daire,85,2+1,1.500.000,Aydınlı,Aydınlı Mh.
15173,TUZLA AYDINLI SATILIK 2+1 DAİRE,119,2+1,1.375.000,Aydınlı,Aydınlı Mh.
15174,AYDINLI MİNİBÜS YOLUNDA MÜSTAKİL TIP BÜYÜK 3+1 SATILIK DAİRE,155,3+1,1.650.000,Aydınlı,Aydınlı Mh.
15175,SATILIK LÜX 2+1 GENİŞ DAİRE,103,2+1,980.000,Mimarsinan,Mimar Sinan Mah.
15176,TUZLA İSTASYON MAHALLESİ SAHİLE YAKIN 3+1 SATILIK DAİRE.,123,3+1,2.600.000,İstasyon,İstasyon Mh.
15177,Adres natura sitesi,100,2+1,1.715.000,Aydınlı,Aydınlı Mh.
15178,3.5+1 Satılık Cordella Tuzla Geniş Daire - İskanlı - 3.Kat,154,3.5+1,3.450.000,Tersaneler,Yayla Mah.
15179,ÇAKIR'DAN E.BANYOLU UYGUN FİYATDAN 2+1 SATILIK DAİRE,96,2+1,910.000,Aydınlı,Aydınlı Mh.
15180,NAGİHAN'DAN EVORA İSTANBUL D PARSELDE BALKONLU YÜKSEK KAT 2+1,108,2+1,2.250.000,İçmeler,Aydıntepe Mh.
15181,0.99 FAİZ İLE TUZLA YAYLA MAH SATILIK 3+1 ARAKAT EBEVEYN BANYOLU,120,3+1,1.750.000,Tersaneler,Yayla Mah.
15182,satılık teraslı daire,85,2+1,2.000.000,İçmeler,İçmeler Mh.
15183,Tuzla Aydınlıda Panoramada Lüks Eşyalı Havuzlu Mahmut Demir den,85,2+1,1.350.000,Aydınlı,Aydınlı Mh.
15184,"İSTANBUL,TUZL­A,AYDINLI'DA SAW'A 5DK YAKINLIKTA GÜVENLİKLİSATILIK",95,2+1,1.100.000,Aydınlı,Aydınlı Mh.
15185,GİZLİBAHÇE VİLLA GİBİ SATILIK BAHÇE KATI 1+1 90 M2,90,1+1,1.750.000,Aydınlı,Aydınlı Mh.
15186,AKÇADAĞ GAYRİMENKUL'DEN NOVA DIAMOND'DA GENİŞ SATILIK LÜKS DAİRE,140,3+1,2.645.000,İstasyon,İstasyon Mh.
15187,"TUZLA,AYDIN­LI,REFERANS SİT. 2+1 SATILIK BAHÇE KATI DAİRE",80,2+1,1.250.000,Aydınlı,Aydınlı Mh.
15188,TUZLA AYDINLI DUBLEKS 3+1 SATILIK DAİRE,110,3+1,1.950.000,Aydınlı,Aydınlı Mh.
15189,HAS GAYRİMENKUL E 5 e ÇOK YAKIN SIFIR 3+1 120 M SATILIK,120,3+1,1.750.000,İçmeler,Aydıntepe Mh.
15190,CAN EMLAK - EMLAK KONUTLARI 2.ETAPTA TAMAMINA KREDİ SATILIK 1+1,61,1+1,1.150.000,Aydınlı,Aydınlı Mh.
15191,ELİTE HOUSE'DAN MERKEZİ LOKASYONDA 2+1 FIRSAT DAİRE!!!,95,2+1,1.200.000,Aydınlı,Aydınlı Mh.
15192,MRT GAYRİMENKUL'DEN SATILIK İSKANLI 3+1 DAİRELER!!!!,125,3+1,1.050.000,Mimarsinan,Mimar Sinan Mah.
15193,BAHAR YAPI'DAN AYDINLI MERKEZDE E.BANYOLU K.OTOPARKLI SIFIR 2+1,95,2+1,1.300.000,Aydınlı,Aydınlı Mh.
15194,Can Emlak Dan Dumankaya Adres Lobi Sitesin De Satılık 3+1 115m2,115,3+1,1.715.000,Aydınlı,Aydınlı Mh.
15195,kapali otoparkli 3+1 daireler arac alinir,120,3+1,1.650.000,Aydınlı,Aydınlı Mh.
15196,TUZLA CINARLI BAHCE'DE 1+1 SATILIK DAİRE,64,1+1,1.750.000,İstasyon,İstasyon Mh.
15197,EVORA A PARSEL YÜKSEK KAT LÜKS EŞYALI HAVUZ MNZR,69,1+1,1.640.000,İçmeler,Aydıntepe Mh.
15198,HAPPY LİFE HOMES ; HAYALİNİZE İNDİRİMLİ FİYAT AVANTAJIYLA ULAŞIN,120,2+1,1.530.000,Tersaneler,Evliya Çelebi Mh.
15199,GBS'DEN TUZLA İÇMELERDE PROJEDEN ACİLLL 2+1 DAİRE,95,2+1,1.080.000,İçmeler,İçmeler Mh.
15200,MUTLU GRUPTAN AYDINLI MERKEZDE 2+1 SATILIK FIRSAT DAİRE,105,2+1,1.500.000,Aydınlı,Aydınlı Mh.
15201,TUZLA YAYLA MAHALLESİNDE MERCAN HASTANESİ YANINDA SATILIK DAİRE,150,4+1,2.200.000,Tersaneler,Yayla Mah.
15202,ÇELİK YAPI İNŞAATTAN ÇELİK PLAZADA SATILIK OFİS+DAİRELER,107,2+1,1.890.000,İçmeler,İçmeler Mh.
15203,'Concept Gayrimenkul'-­KOMİSYONSUZ- Satış Ofisinden Satılık 3+1,125,3+1,2.700.000,Postane,
15204,Tuzla'da Demet Umay dan projeden 1. katta 3+1 satılık daire,128,3+1,2.400.000,Tersaneler,Yayla Mah.
15205,'Concept Gayrimenkul'-KO­MİSYONSUZ-Sıfır 3+1 Daire,118,3+1,2.550.000,Tersaneler,Evliya Çelebi Mh.
15206,"TUZLA'NIN MERKEZİNDE, SAHİLE YÜRÜME, 2 +1SÜPER LÜX DAİRE",120,2+1,1.900.000,Merkez,Cami Mah.
15207,"TUZLA PARK EVLERİ!! 0 FAİZ 60 AY VADE,BANKA KEFİL YOK.SÜPER LÜKS",180,3+2,2.750.000,İstasyon,İstasyon Mh.
15208,SAHİBİNDEN 8 YILLIK TERTEMİZ SORUNSUZ 2+1 DAİRE,110,2+1,1.400.000,Tersaneler,Evliya Çelebi Mh.
15209,BOSS CITY'DEN KREDİ LİMİTSİZ SATILIK 80M² ARA KAT 2+1,90,2+1,870.000,Aydınlı,Aydınlı Mh.
15210,TUZLA AYDINLI DUMANKAYA LOBİ'DE KULLANIŞLI 2+1 DAİRE,87,2+1,1.500.000,Aydınlı,Aydınlı Mh.
15211,DUMANKAYA KAMPÜS BATI SİTESİNDE 1+1 SATILIK DAİRE,65,1+1,950.000,Aydınlı,Aydınlı Mh.
15212,'Concept Gayrimenkul'-KOMİ­SYONSUZ-Projeden Satılık 3+1 Daire,143,3+1,3.500.000,İstasyon,İstasyon Mh.
15213,TUZLA DİNAMİK EMLAK TUZLA AYDINLI KONASLI MAH SATILIK 3+1 DAİRE,110,3+1,1.300.000,Aydınlı,Aydınlı Mh.
15214,TUZLA MİMAR SİNAN MAH SATILIK 125 M2 3+1 DUBLEX DAİRE,125,3+1,1.355.000,Mimarsinan,Mimar Sinan Mah.
15215,TUZLA DİNAMİK EMLAK YAYLA MAH. SATILIK 2+1 İSKANLI DAİRE,95,2+1,1.450.000,Tersaneler,Yayla Mah.
15216,KIYI GAYRİMENKUL'DEN ÇAMLIBELDE EVLERİNDE NET 100M GENİŞ TERASLI,169,3+1,1.695.000,Aydınlı,Aydınlı Mh.
15217,MAVERA İNŞAAT A.Ş. GÜVENCESİYLE PROJEDEN LÜKS DAİRELER,115,3+1,2.550.000,Tersaneler,Evliya Çelebi Mh.
15218,AKÇADAĞ GAYRİMENKULDEN LÜKS SİTE İÇERİSİNDE %80 KREDİ KULLANIMLI,120,3+1,1.910.000,Tersaneler,Yayla Mah.
15219,YÜKSEK KREDİLİ 145m2 İstasyon Mah. Havuzlu Lüks 3+1 Daire,145,3+1,3.200.000,İstasyon,İstasyon Mh.
15220,YILDIZLAR'DAN EVORA İSTANBUL TUZLA B PARSELDE MANZARALI 1+1,72,1+1,1.350.000,İçmeler,Aydıntepe Mh.
