,title,area,numberOfRooms,price,town,district
4097,YALIKÖYDE 3 KATLI BİNANIN ÜST İKİ KATI SATILIK,170,4+2,2.000.000,Tokatköy,Yalıköy Mh.
4098,BEYKOZ ANADOLU KAVAĞI 3+1 SATILIK DAİRE,160,3+1,1.700.000,Tokatköy,Anadolu Kavağı Mh.
4099,KAVACIKTA KAT MULKIYETLI OTOPARKLI 160M2,160,3+1,2.750.000,Anadoluhisarı,Kavacık Mh.
4100,KANLICA ORMANCILAR SİTESİNDE BOĞAZ MANZARALI 2+1 FIRSAT SATILIK,97,2+1,2.250.000,Anadoluhisarı,Kanlıca Mh.
4101,ÇUBUKLU MESA ORMAN PROJESİ NDE ŞEREFİYELİ BAHÇE KATI,174,3.5+1,15.000.000,Çubuklu,Çubuklu Mh.
4102,"OFTON ELYSIUM ES BEYKOZ'DA SATILIK 2,5+1 DUBLEKS LOFT DAİRE",136,2.5+1,5.850.000,Paşabahçe,Acarlar Mah.
4103,KAVACIK 4YOLDA KATTA TEK BALKONLU GÜNEY CEPHELİ 160m2. 3+1 DAİRE,160,3+1,1.175.000,Anadoluhisarı,Kavacık Mh.
4104,KUPON DAN..SAĞLIK...­HUZUR..MUTLUL­UK..ACARKENTTE,191,3+1,8.750.000,Paşabahçe,Acarlar Mah.
4105,MEDİPOL ÜNÜVERSİTE ÇOK YAKIN2+1. 100.M2 KİRACILI DAİRE ŞU AN 5,120,2+1,2.650.000,Anadoluhisarı,Kavacık Mh.
4106,AYIKCANdan Kidstown Riva'da Villa Tipi Satılık 4+1 Dubleks Daire,138,4+1,4.600.000,Köyler,Riva Mh.
4107,Redstone Gold Kavacık Dörtyol 3+1 Satılık Daire,115,3+1,1.550.000,Anadoluhisarı,Kavacık Mh.
4108,KAVACIKTA FULL BOĞAZ MANZARALI SATILIK MASRAFSIZ DAİRE,135,2+1,1.790.000,Anadoluhisarı,Kavacık Mh.
4109,BOĞAZİÇİ DEN KULLANIŞLI DAİRE,185,4+1,1.450.000,Anadoluhisarı,Kavacık Mh.
4110,KUPON DAN...ACARKENTTE ...YENİ VE ÖZEL BİR YAŞAM BAŞLIYOR,173,2+1,8.750.000,Paşabahçe,Acarlar Mah.
4111,Redstone Gold Kavacık Dörtyol 3+1 Satılık Daire,115,3+1,1.550.000,Anadoluhisarı,Kavacık Mh.
4112,KAVACIK MERKEZDE ANACADDE ÜZERİNDE 4+1 SATILIK DAİRE,200,4+1,3.500.000,Anadoluhisarı,Kavacık Mh.
4113,Yatirimlik satilik daire,120,2+1,1.500.000,Göksu,Göztepe Mh.
4114,BOĞAZİÇİ DEN KEYİFLİ BİR BAHÇE KATI,170,3+1,2.100.000,Anadoluhisarı,Kavacık Mh.
4115,ELİTE'DEN BUTİK SİTEDE MANZARALI VE DEKORASYONLU DAİRE,155,3+1,7.100.000,Paşabahçe,Soğuksu Mh.
4116,İMG DEN KAVACIK DÖRTYOL MERKEZDE 160m2 3+1 SATILIK DAİRE,160,3+1,4.100.000,Anadoluhisarı,Kavacık Mh.
4117,KUPON DAN...ACARKENTTE EKİM 2023 TESLİM ÖZEL PROJEDE,97,1+1,6.050.000,Paşabahçe,Acarlar Mah.
4118,Kavacık Rüzgarlı Bahçede Orman Manzaralı Satılık Daire,120,2+1,1.100.000,Anadoluhisarı,Kavacık Mh.
4119,KAVACIK TA BOĞAZ MANZARALI 4+1 ARAKAT SATILIK DAİRE,230,4+1,8.900.000,Anadoluhisarı,Kavacık Mh.
4120,Kavacık çarşı içinde 4+1krediye uygun satılık daire,200,4+1,2.490.000,Anadoluhisarı,Kavacık Mh.
4121,BEYKOZ KAVACIK-DÖRTYOLA YAKIN SATILIK 2+1 ASANÖSÖRLÜ DAİRE,85,2+1,1.850.000,Anadoluhisarı,Kavacık Mh.
4122,Beykoz Çiğdem Mahallesi'nde Satılık Daire,75,2+1,600.000,Paşabahçe,Çiğdem Mh.
4123,KAVACIK ÇARŞI ICINDE 5.KAT 130M2 3+1 IMAR BARIŞI YAPILDI,140,3+1,2.000.000,Anadoluhisarı,Kavacık Mh.
4124,fırsat ! ACARKENT BOĞAZ ÜSTÜ EVLERİ BOĞAZ MANZARALI 3+1,250,3+1,10.000.000,Paşabahçe,Acarlar Mah.
4125,Acarkent AcarBlu Residence 2+1 Satılık Bahçe Katı,165,2+1,11.500.000,Paşabahçe,Acarlar Mah.
4126,BEYKOZ GÜMÜŞSUYU MH DE BOĞAZ MANZARALI SATILIK MÜSTAKİL,150,4+1,1.970.000,Beykoz,Gümüşsuyu Mh.
4127,ÇAVUŞBAŞI ÇENGELDERE MAH. SATILIK 3 DAİRE 1 DÜKKAN,525,3+1,3.990.000,Çavuşbaşı,Çengeldere Mh.
4128,SAHİBİNDEN ASANSÖRLÜ 4.KAT MONTALAMA YENİ YAPILDI MERKEZDE,140,3+1,1.950.000,Anadoluhisarı,Kavacık Mh.
4129,Tek Yetkili Lider Team'den Acarkent Acar Blu'da Satılık 3+1,265,3+1,17.000.000,Paşabahçe,Acarlar Mah.
4130,HİSAR EVLERİNDE 3+1 DUBLEKS DAİRE,165,3+1,4.400.000,Göksu,Göztepe Mh.
4131,YESS EMLAK'TAN SATILIK LÜKS DAİRE,167,3+1,2.850.000,Anadoluhisarı,Kavacık Mh.
4132,Tokatköy kentsel dönüşüm projesinden 3+1 daire,320,3+1,1.950.000,Tokatköy,Yalıköy Mh.
4133,"GÖKSU EVLERİNDE MANZARALI, SÜPER LÜKS DUBLEKS FIRSATI",216,3+2,5.800.000,Göksu,Göztepe Mh.
4134,TEKANT GAYRİMENKUL'DEN KİDSTOWN RİVA SİTESINDE 4+1 BAHÇE DUBLEKS,138,4+1,4.100.000,Köyler,Riva Mh.
4135,ÇINAR'DAN KAVACIKTA KREDİYE UYGUN 2+1 YÜKSEK GİRİŞ DAİRE,115,2+1,1.700.000,Anadoluhisarı,Kavacık Mh.
4136,ACARKENT ACAR VADİ EVLERİNDE ANAHTAR TESLİM 3+1 DAİRE,300,3+1,25.000.000,Paşabahçe,Acarlar Mah.
4137,KAVACIK OTAĞTEPE'de 3+2 DAİRE,260,3+2,3.200.000,Anadoluhisarı,Kavacık Mh.
4138,KAVACIK MERKEZDA 3+1 ARAKAT BALKONLU 160 M2 DAİRE,165,3+1,3.200.000,Anadoluhisarı,Kavacık Mh.
4139,VOGUE DAN...ACAR BLUE DENİZ MANZARALI 3.5+1 SIFIR,265,3.5+1,13.750.000,Paşabahçe,Acarlar Mah.
4140,BEYKOZ KAVACIK KAPTANLAR BOĞAZ MANZARALI 4+1 SATILIK DUBLEKS,210,4+1,2.400.000,Anadoluhisarı,Kavacık Mh.
4141,KAVACIK ta-1 DE SATILIK 3+1,120,3+1,1.400.000,Anadoluhisarı,Kavacık Mh.
4142,ACARKENT'TE BOĞAZ MANZARALI SATILIK 2 + 1 DAİRE,250,2+1,10.350.000,Paşabahçe,Acarlar Mah.
4143,BEYKOZ'DA SİTE İÇERİSİNDE SATILIK KREDİYE UYGUN DUBLEX DAİRE,150,3+1,4.400.000,Göksu,Göztepe Mh.
4144,Göksu Evleri'nde Satılık Ara Kat Daire,143,3+1,2.800.000,Göksu,Göztepe Mh.
4145,BEYKOZ BENGİSU KONAKLARI BOĞAZ MANZARALI 3+1 DAİRE FIRSATI !!,165,3+1,7.100.000,Paşabahçe,Soğuksu Mh.
4146,sahibinden full deniz manzaralı,90,2+1,4.400.000,Göksu,Göksu Mh.
4147,YEŞİM HİTAY REMAX 7TEPE'DEN MESA ORMAN BAHÇE DUBLEKSİ,228,4+1,18.500.000,Çubuklu,Çubuklu Mh.
4148,KOMPLE BOĞAZ MANZARALI DAİRE,225,4+2,4.250.000,Beykoz,Merkez Mah.
4149,SIRTI BEYKOZ ORMANI ÖNÜ İSTANBUL BOĞAZI 3+1 KAÇIRILMIYCAK FIRSAT,120,2+1,1.050.000,Beykoz,Ortaçeşme Mh.
4150,Muhteşem boğaz manzaralı daire,110,2+1,2.400.000,Paşabahçe,Paşabahçe Mh.
4151,Kavacık Dörtyolda 120m2 Dubleks Krediye Uygun,130,3+1,2.150.000,Anadoluhisarı,Kavacık Mh.
4152,Anadolu Hisarın'da Satılık Boğaz Manzaralı Bahçe Katı Daire,90,2+1,5.000.000,Anadoluhisarı,Anadolu Hisarı Mh.
4153,BİR GAYRİMENKUL'DEN KİRACILI FSM.CD. YAKIN KREDİYEUYGUN 2+1DAİRE,85,2+1,1.780.000,Anadoluhisarı,Kavacık Mh.
4154,A.HİSARI GÖKSU'DA 3+1 145m2 DOĞA MANZARALI ANA CADDE ÜZERİ,160,3+1,3.200.000,Göksu,Göksu Mh.
4155,ACARBLU RESIDENCE DA YÜKSEK TAVANLI SATILIK DAİRE,106,1+1,5.300.000,Paşabahçe,Acarlar Mah.
4156,KAVACIK MERKEZDE DURAKLARA OKULLLARA YAKIN BALKONLU 3+1 DAİRE,160,3+1,2.500.000,Anadoluhisarı,Kavacık Mh.
4157,KUPON DAN...ACARKENTTE ...KENDİNİZİ ÖZEL HİSSEDECEKSİNİZ,177,2+1,9.590.000,Paşabahçe,Acarlar Mah.
4158,KUPON DAN...İSTANBUL İÇİNDE... BAŞKA BİR DÜNYA ...ACARKENT,192,3+1,10.990.000,Paşabahçe,Acarlar Mah.
4159,KAVACIK OTA TEPEDE SITEDE MUHTESEM DAIRE,125,3+1,2.300.000,Anadoluhisarı,Kavacık Mh.
4160,Dhgden Kavacik Dortyolda Imar Barisli Satilik Daire,150,3+1,1.180.000,Anadoluhisarı,Kavacık Mh.
4161,REMAX 7TEPE'DEN MESA ORMANDA TERASLI DUBLEKS,177,3+1,10.500.000,Paşabahçe,Acarlar Mah.
4162,ELİTE'DEN SİTEDE BOĞAZ MANZARALI DEKORATİF ÇATI DUBLEKSİ,250,3+2,8.200.000,Paşabahçe,Soğuksu Mh.
4163,ACARBLU' DA BOĞAZ MANZARALI 3.5+1 SATILIK DAİRE,214,3.5+1,14.000.000,Paşabahçe,Acarlar Mah.
4164,Acarkent 'te Muhteşem Boğaz Manzaralı 3+1 Satılık Daire,250,3+1,10.000.000,Paşabahçe,Acarlar Mah.
4165,Kavacık Otağtepe'de 3+1 masrafsız satılık daire As'dan,180,3+1,2.500.000,Anadoluhisarı,Kavacık Mh.
4166,KAVACIK KAPTANLARDA 4+1 BAHÇE KULLANIMLI DUBLEX DAİRE,200,4+1,2.550.000,Anadoluhisarı,Kavacık Mh.
4167,Kavacık Merkeze Yakın Deniz Mnz 210 M Çatı Katı,130,2+1,1.800.000,Anadoluhisarı,Kavacık Mh.
4168,ACARKENT ACAR VADİ EVLERİ ULTRA LÜKS YAPILI ÖZEL TASARIMLI DAİRE,350,4+1,28.500.000,Paşabahçe,Acarlar Mah.
4169,Sahibinden Muhteşem Boğaz Manzaralı Daire Beykoz Paşabahçe,110,2+1,2.400.000,Paşabahçe,Paşabahçe Mh.
4170,SAHİBİNDEN SATILIK DAİRE,75,2+1,750.000,Paşabahçe,Çiğdem Mh.
4171,BEYKOZ MERKEZ DE DUBLEX ÇATI,190,4+1,2.100.000,Beykoz,Merkez Mah.
4172,Kavacık otağtepe'de fırsat masrafsız satılık tek yetkili As'dan,145,3+1,2.450.000,Anadoluhisarı,Kavacık Mh.
4173,KENT EMLAK'TAN BOĞAZ MANZARALI SATILIK DAİRE,220,3+1,6.500.000,Anadoluhisarı,Kavacık Mh.
4174,ACARKENT / MESA ORMAN ' DA 2+1 SATILIK DAİRE,130,2+1,9.700.000,Paşabahçe,Acarlar Mah.
4175,mesa orman ara kat 2+1 satılık daire,128,2+1,9.750.000,Paşabahçe,Acarlar Mah.
4176,MESA ORMAN ÇİFT GİRİŞLİ BOŞ TESLİM BAHÇE DUBLEX 228m2 GÜNCEL,228,4+1,18.500.000,Paşabahçe,Acarlar Mah.
4177,SİTE İÇERİSİNDE KULLANIŞLI 2+1 DAİRE,110,2+1,1.530.000,Göksu,Göztepe Mh.
4178,Kavacık Otağtepede3+1 satılık masrafsız daire,145,3+1,2.450.000,Anadoluhisarı,Anadolu Hisarı Mh.
4179,KAVACIK'TA BOĞAZ MANZARALI 3+1 SATILIK DAİRE,220,3+1,6.500.000,Anadoluhisarı,Kavacık Mh.
4180,BEYKOZ ÇUBUKLU ŞİŞECAM SİTESİNDE SATILIK 120 M2 3+1 DAİRE...,120,3+1,2.600.000,Çubuklu,Çubuklu Mh.
4181,ACİL ACİL FIRSAT!!!!,118,2+1,1.550.000,Göksu,Göztepe Mh.
4182,Mesa Orman Hazır 2+1 Balkonlu Ara Kat Daire,128,2+1,9.750.000,Paşabahçe,Acarlar Mah.
4183,BEYLİKDÜZÜ'nde Satılık 3+2 Daire,180,3+2,1.750.000,Yakuplu,
4184,BEYLİKDÜZÜ KARVEN'DEN ŞIK TASARIMI VE GÖRSELİ İLE 2+1 DAİRE !,110,2+1,950.000,Kavaklı,Cumhuriyet Mah.
4185,İNŞ FİRMASINDAN BEYLİKDÜZÜ YAŞAM VADİSİ &MARİNAYA KOMŞU DAİRELER,140,3+1,2.200.000,Kavaklı,Kavaklı Mh.
4186,BEYLİKDÜZÜ SONSUZ'DAN ULTRA LÜKS 2+1 120M2 FULL DEKORLU DAİRE!!!,120,2+1,589.999,Kavaklı,Cumhuriyet Mah.
4187,BEYLİKDÜZÜ GEZGEN İNŞ'TAN 115m2 SATILIK 2+1 ULTRA LÜKS DAİRE,115,2+1,825.000,Kavaklı,Cumhuriyet Mah.
4188,BEYKİKDÜZÜ AREN'DEN BALKONLU LÜKS METROYA YAKIN YÜKSEK GİRİŞ,110,2+1,595.000,Kavaklı,Cumhuriyet Mah.
4189,GÜZEL İNSAAT GYO'DAN METROBÜSE YÜRÜME MESAFESİNDE 2+1 DAİRE,95,2+1,889.500,Yakuplu,
4190,B.DÜZÜ SONSUZDAN MERKEZİ KONUMDA EMSALLERİNİN ALTINDA 2+1 ARAKAT,105,2+1,989.000,Yakuplu,
4191,BEYLİKDÜZÜ GÜZEL İNŞAAT'TAN SİTE İÇERİSİNDE OTOPARKLI 3+1 DAİRE,155,3+1,1.799.000,Gürpınar,Adnan Kahveci Mah.
4192,BEYLİKDÜZÜ SONSUZ GYO'DAN BUTİK SİTE İÇERİSİNDE 5+2 DUBLEX,240,5+2,2.399.999,Gürpınar,Adnan Kahveci Mah.
4193,BEYLİKDÜZÜ ADNAN KAHVECİ LOKASYONUNA YAKIN KELEPİR 2+1,120,2+1,1.649.999,Gürpınar,Adnan Kahveci Mah.
4194,YAKUPLU DA METROBÜSE YÜRÜME MESAFESİNDE SATILIK 2+1 ARA KAT,110,2+1,1.400.000,Yakuplu,
4195,YAZIN KEYFİNİ ÇIKARACAĞINIZ MÜSTAKİL BAHÇELİ SATILIK 2+1 DAİRE,100,2+1,1.400.000,Gürpınar,Adnan Kahveci Mah.
4196,BEYLİKDÜZÜ KARVEN'DEN 3+1 GENİŞ KULLANIMLI FIRSAT DAİRE...,150,3+1,980.000,Kavaklı,Cumhuriyet Mah.
4197,METROBÜSE 10 DK MESAFEDE 4000 TL KİRA GETİRİLİ LÜKS DAİRE,120,2+1,990.000,Kavaklı,Cumhuriyet Mah.
4198,İN AREA OF BEYLİKDÜZÜ KAVAKLİ SPACİOUS FLAT 2+1 120M2,120,2+1,1.520.000,Kavaklı,Kavaklı Mh.
4199,GEZGEN İNŞAAT'TAN SİTE İÇERİSİNDE FULL KONSEPT 3+1 DAİRE!,145,3+1,1.620.000,Kavaklı,Kavaklı Mh.
4200,B.DÜZÜ SONSUZ GYO'DAN ÖZEL TASARIMLI MARİNAYA YAKIN 4+2 DUBLEKS,220,4+2,1.644.000,Yakuplu,Marmara Mah.
4201,DERİN YAPI'DAN ADNAN KAHVECİDE GENİŞ KULLANIMLI ULTRA LÜX 3+1!!!,180,3.5+1,2.490.000,Gürpınar,Adnan Kahveci Mah.
4202,BEYLİKDÜZÜ ŞAHANE'DEN SİTE İÇERİSİNDE ULTRA LÜX DAİRE FIRSATI !!,145,2+1,1.000.000,Kavaklı,Cumhuriyet Mah.
4203,MABEYN'DEN METROBÜSE YAKIN BUTİK SİTE İÇİ SIFIR 2+1 LÜKS DAİRE !,120,2+1,689.999,Kavaklı,Cumhuriyet Mah.
4204,BEYLİKDÜZÜ ELİF YAPI'DAN MERKEZİ KONUMDA GENİŞ 3+1 SATILIK DAİRE,135,3+1,970.000,Kavaklı,Cumhuriyet Mah.
4205,BEYLİKDÜZÜ BAŞKENT YAPI'DAN METROBÜSE 8DK SATILIK 2+1 DAİRE,115,2+1,1.500.000,Kavaklı,Cumhuriyet Mah.
4206,GEZGEN İNŞAAT'TAN GÖL MANZARALI ŞIK TASARIMLI 2+1 DAİRE!,120,2+1,1.100.000,Kavaklı,Kavaklı Mh.
4207,"BEYLİKDÜZÜ YEDİKULE YAPI'DA 2+1 FİYATINA 3+1 0,99 FAİZ ORANIYLA!",165,3+1,1.589.000,Kavaklı,Kavaklı Mh.
4208,BEYLİKDÜZÜ TURKUAZ'DAN KAPALI OTOPARKLI CADDE ÜSTÜ ŞIK TASARIMLI,105,2+1,1.239.000,Yakuplu,
4209,BEYLİKDÜZÜ'NDE ŞAHANE'DEN ÖZEL TASARIMLI SİTE İÇİERİSİNDE DAİRE!,100,2+1,849.000,Kavaklı,Cumhuriyet Mah.
4210,BEYLİKDÜZÜ KAVAKLI'DA 2+1 FİYATINA 3+1 DAİRE FIRSATI..!,135,3+1,1.600.000,Kavaklı,Kavaklı Mh.
4211,"BEYLİKDÜZÜ MARMARA MAHALLESİ ''0,99 FAİZ'' İSKANLI 3+2 185m2",185,3+2,1.699.000,Yakuplu,Marmara Mah.
4212,BEYLİKDÜZÜ ADNAN KAHVECİDE FULL+FULL SİTE İÇERİSİNDE 3+1 DAİRE,165,3+1,2.347.000,Gürpınar,Adnan Kahveci Mah.
4213,SONSUZ GYO'DAN ÖZEL MİMARİ TASARIMLI 2+1 FİYATINA 3+1فروش واحد,145,3+1,1.449.000,Yakuplu,
4214,ALFA'DAN SIFIR OTOPARKLI VADİ MANZARALI LÜX DUBLEX! الطابو مباشر,170,3+1,1.799.000,Gürpınar,Adnan Kahveci Mah.
4215,BEYLİKDÜZÜ SONSUZ'DAN ACİL SATILIK 120M2 SIFIR DAİRE!!!,120,2+1,419.999,Kavaklı,Cumhuriyet Mah.
4216,BEYLİKDÜZÜ YAKUPLU 3+1 FIRSAT DAİRE,135,3+1,1.430.000,Yakuplu,
4217,West Marina Deniz İstanbul Mercan 4+1 Suitable For 2 Citizenship,210,4+1,8.750.000,Yakuplu,Marmara Mah.
4218,BEYLİKDÜZÜ MEHAL YAPIDAN 2+1 FİYATİN ALTINDA LÜKS DAİRE!!,95,2+1,785.000,Kavaklı,Cumhuriyet Mah.
4219,SİTE İÇERİSİNDE 1+0 GENİŞ SATILIK SOSYAL AKTİVİTELİ FIRSAT DAİRE,60,Stüdyo,(1+0),Kavaklı,Cumhuriyet Mah.
4220,BEYLİKDÜZÜ AREN'DEN METRO PROJESİNE YAKIN GENİŞ M2 SATILIK DAİRE,110,2+1,485.000,Kavaklı,Cumhuriyet Mah.
4221,BEYLİKDÜZÜ MEHAL YAPIDAN 3+1 MERKEZİ KONUMDA SIFIR DAİRE !!!,130,3+1,1.439.000,Yakuplu,
4222,MABEYN YAPI'DAN GENİŞ TERASLI 3+1 SIFIR DUBLEKS DAİRE !!!,150,3+1,829.999,Kavaklı,Cumhuriyet Mah.
4223,SONSUZ GYO'DAN MERKEZİ KONUMDA ÇİFT BAHÇE KULLANIMLI 2+1 DAİRE!!,130,2+1,748.000,Yakuplu,
4224,ACİL!!!!KAÇMAZ FİYAT 3+1 135m2 daire,145,3+1,1.399.000,Gürpınar,Gürpınar Mh.
4225,SONSUZ'DAN BEYLİKDÜZÜ KOLEJLER BÖLGESİNDE BAHÇELİ 2+1 GİRİŞ,115,2+1,1.479.999,Gürpınar,Adnan Kahveci Mah.
4226,BEYLİKDÜZÜ METROBÜSE 5 DK OTOPARKLI FULL KREDİ 1+1 SATILIK DAİRE,100,1+1,979.000,Yakuplu,
4227,BEYLİKDÜZÜ KAVAKLI'DA DENİZ MANZARALI TERASLI 3+2 DUBLEKS DAİRE,220,3+2,2.299.000,Kavaklı,Kavaklı Mh.
4228,BEYLİKDÜZÜ İNŞAAT FİRMASINDAN ŞIK TASARIMLI LÜKS 2+1 DAİRE,110,2+1,1.449.000,Yakuplu,
4229,B.DÜZÜ SONSUZ GYO'DAN HAVUZLU GENİŞ KULLANIMLI SİTEİÇİ 3+1 DAİRE,155,3+1,2.189.000,Gürpınar,Adnan Kahveci Mah.
4230,YENİ BİNA METROBUSE YÜRÜME MESAFESİ 2+1 SATILIK SIFIR BAHCE KATI,85,2+1,489.000,Kavaklı,Cumhuriyet Mah.
4231,BEYLİKDÜZÜ ŞAHANE YAPI'DAN TEK DAİRE ÜZERİ 120 M2 ARAKAT DAİRE!!,130,2+1,955.000,Kavaklı,Cumhuriyet Mah.
4232,ŞAHANE YAPI'DAN 2+1 130 M2 NET KULLANIM ALANIYLA SATILIK DAİRE!,140,2+1,799.000,Kavaklı,Cumhuriyet Mah.
4233,ŞAHANE YAPI'DAN 2+1 130 M2 NET KULLANIM ALANIYLA SATILIK DAİRE!,140,2+1,799.000,Kavaklı,Cumhuriyet Mah.
4234,BEYLİKDÜZÜ MEHAL YAPIDAN 1+1 İSTER HEMEN OTUR İSTER KİRAYA VER!!,95,1+1,690.000,Kavaklı,Cumhuriyet Mah.
4235,BEYLİKDÜZÜ ŞAHANE YAPI'DAN ACİL SATILIK DAİRE !!!,120,2+1,599.000,Kavaklı,Cumhuriyet Mah.
4236,BEYLİKDÜZÜ ŞAHANE'DEN SİTE İÇERİSİNDE ULTRA LÜX DAİRE FIRSATI !!,145,2+1,1.000.000,Kavaklı,Cumhuriyet Mah.
4237,BEYLİKDÜZÜ GEM GRUP'TAN UYGUN FİYATLI ULTRA LÜKS 3+1 DAİRE,145,3+1,1.675.000,Gürpınar,Adnan Kahveci Mah.
4238,GEM GRUP'TAN ADNAN KAHVECİ MAH SİZLER İÇİN TASARLANMIŞ 2+1 DAİRE,145,2+1,1.548.500,Gürpınar,Adnan Kahveci Mah.
4239,BEYLİKDÜZÜ AREN'DEN SİTE İÇİNDE GÜVENLİKLİ HAVUZ CEPHE 3+1 DAİRE,155,3+1,785.000,Kavaklı,Cumhuriyet Mah.
4240,YAŞAM VADİSİ'NE VE MARİNA'YA YÜRÜME MESAFESİNDE MUHTEŞEM 2+1 !!,100,2+1,1.395.000,Kavaklı,Kavaklı Mh.
4241,BEYLİKDÜZÜ RAVEL'DEN 2+1 ARAKAT DAİRE.. BU HAFTAYA ÖZEL FİYAT.!!,115,2+1,1.299.000,Kavaklı,Kavaklı Mh.
4242,BEYLİKDÜZÜ SONSUZ GYO'DAN MARİNAYA KOMŞU SİTE İÇİ 3+1,155,3+1,2.099.999,Kavaklı,Sahil Mah.
4243,BEYLİKDÜZÜ KARVEN'DEN GÖZ DOLDURAN YAPISI İLE 1+1 SİTE İÇİ DAİRE,85,1+1,749.000,Kavaklı,Cumhuriyet Mah.
4244,MABEYN'DEN MERKEZİ KONUMDA SIFIR 2+1 ACİL SATILIK KELEPİR DAİRE,105,2+1,469.999,Kavaklı,Cumhuriyet Mah.
4245,AKVA İNŞAAT'DAN METROYA YAKIN 3+1 SIFIR DUBLEKS DAİRE !!!,180,3+1,589.900,Kavaklı,Cumhuriyet Mah.
4246,BEYLİKDÜZÜ AREN'DE ŞIK GÖRSELİ İLE GÖZ KAMAŞTIRAN SİTE İÇİ DAİRE,75,1+1,735.000,Kavaklı,Cumhuriyet Mah.
4247,BEYLİKDÜZÜ AREN'DEN 115M2 BAHÇELi DAİRE !,115,2+1,425.000,Kavaklı,Cumhuriyet Mah.
4248,Sahibinden Satılık Beylikdüzünde 3+1 Kelepir Fırsat Daire,150,3+1,920.000,Kavaklı,Cumhuriyet Mah.
4249,BEYLİKDÜZÜ AREN'DEN CUMHURİYET CADDESİN DE METROBÜSE KOMŞU SIFIR,135,2+1,759.000,Kavaklı,Cumhuriyet Mah.
4250,AKVA YAPI'DAN METROYA YAKIN ÇİFT TERASLI 3+2 DUBLEKS SIFIR DAİRE,200,3+2,999.900,Kavaklı,Cumhuriyet Mah.
4251,BEYLİKDÜZÜ SONSUZ'DAN ULTRA LÜX GENİŞ FERAH ARAKAT DAİRE!!!,115,2+1,599.900,Kavaklı,Cumhuriyet Mah.
4252,BEYLİKDÜZÜ AKVA İNŞAAT'DAN METROYA YAKIN 4+1 DUBLEKS 180m² DAİRE,180,4+1,549.900,Kavaklı,Cumhuriyet Mah.
4253,BEYLİKDÜZÜ SONSUZ'DAN ÇOK GENİŞ FERAH ULTRA LÜX ARAKAT DAİRE!!!!,125,2+1,689.900,Kavaklı,Cumhuriyet Mah.
4254,AKVA YAPI'DAN METROYA YAKIN MUHTEŞEM 3+1 TERASLI DUBLEKS DAİRE,180,3+1,759.900,Kavaklı,Cumhuriyet Mah.
4255,BEYLİKDÜZÜ SONSUZ'DAN METROYA 5 DK ACİL SIFIR SATILIK 2+1 ARAKAT,120,2+1,759.999,Kavaklı,Cumhuriyet Mah.
4256,Ana Bulvar Üzeri Yaşam Vadi Manzaralı 2+1 Fiyatına 3+1 Dubleks,150,3+1,1.789.000,Gürpınar,Adnan Kahveci Mah.
4257,BEYLİKDÜZÜ YAKUPLUDA 3+1 SATILIK FIRSAT DAİRE,135,3+1,1.045.000,Yakuplu,
4258,BEYLİKDÜZÜ SONSUZ'DAN GENİŞ FERAH LÜKS 140 M2 2+1 3.KAT DAİRE!!!,140,2+1,769.999,Kavaklı,Cumhuriyet Mah.
4259,▂▃MABEYN YAPI▃▂ METROYA 5 DK MESAFEDE SIFIR 2+1 LÜKS DAİRE !!,100,2+1,479.999,Kavaklı,Cumhuriyet Mah.
4260,MABEYN'DEN SİTE İÇİ %50 PEŞİN %50 ELDEN TAKSİTLE FAİZSİZ DAİRE!!,54,Stüdyo,(1+0),Kavaklı,Cumhuriyet Mah.
4261,BEYLİKDÜZÜ ARES YAPI'DAN ÖZEL DEKORASYONLU 3+1 LÜX ARA KAT DAİRE,140,3+1,699.000,Kavaklı,Cumhuriyet Mah.
4262,MABEYN'DEN HAVUZLU GÜVENLİKLİ SİTE İÇİ ULTRA LÜKS 4+1 DUBLEKS !!,230,4+1,2.150.000,Kavaklı,Cumhuriyet Mah.
4263,BEYLİKDÜZÜ MABEYN'DEN GÜVENLİKLİ SİTE İÇİ 2+1 ULTRA LÜKS DAİRE !,115,2+1,879.999,Kavaklı,Cumhuriyet Mah.
4264,BEYLİKDÜZÜ'NÜN YENİ YAŞAM BÖLGESİ YAKUPLU'DA MUHTEŞEM DUBLEKS...,185,2+2,2.050.000,Yakuplu,
4265,ARES DEN SİTE İÇİ FULL CONCEPT 2+1 ULTRA LÜX DAİRE !,120,2+1,850.000,Kavaklı,Cumhuriyet Mah.
4266,BEYLİKDÜZÜ SONSUZ GYO'DAN ULTRA LÜKS HAVUZLU BUTİK SİTEDE 3+1,150,3+1,2.849.999,Gürpınar,Adnan Kahveci Mah.
4267,BEYLİKDÜZÜ AKVA YAPI'DAN METROYA YAKIN 2+1 ARAKAT FIRSAT DAİRE,120,2+1,589.000,Kavaklı,Cumhuriyet Mah.
4268,BEYLİKDÜZÜ MABEYN'DEN ACİL SATILIK 6+1 ULTRA LÜKS SIFIR DAİRE !!,220,6+1,699.999,Kavaklı,Cumhuriyet Mah.
4269,BEYLİKDÜZÜ SAFA GYO MARİNAYA 2 DK KACMAZ LÜX DUBLEKS FIRSATI,220,3+2,2.099.000,Yakuplu,Marmara Mah.
